DATAFLOW,REF_AREA,FREQ,UNIT_MEASURE,SOURCE_DETAIL,MEASURE,QUARTER,QGDP_SYS,QGDP_UNIT,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,OBS_COMMENT,DECIMALS
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q2,CON,GWTH_RATE,2017,6.201522062,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q2,CON,GWTH_RATE,2018,4.491830512,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q2,CON,GWTH_RATE,2019,12.49122139,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q2,CON,GWTH_RATE,2020,6.731414886,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q2,CON,GWTH_RATE,2021,24.04444441,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q2,CON,GWTH_RATE,2022,-5.331272338,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q2,CON,GWTH_RATE,2023,0.326898381,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q2,CON,GWTH_RATE,2024,3.177243318,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2013,19.38235582,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2014,9.972817724,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2015,6.666316708,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2016,10.36367169,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2017,-2.899516573,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2018,-7.240030122,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2019,8.502513541,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2020,-5.546442567,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2021,6.74168868,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2022,5.369464257,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q4,CON,GWTH_RATE,2023,17.60159032,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2013,-6.475749133,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2014,26.76003517,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2015,-5.673582698,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2016,10.38118336,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2017,5.395384003,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2018,-4.848628139,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2019,5.979711596,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2020,-12.75444294,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2021,2.568585913,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2022,12.67769902,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,REA,Q4,CON,GWTH_RATE,2023,8.750600354,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2012,1291.80206,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2013,1469.498765,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2014,1715.565731,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2015,1682.461076,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2016,1774.798221,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2017,1916.880584,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2018,2006.336374,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2019,2364.53273,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2020,2458.982417,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2021,2413.633968,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2022,2589.111152,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2023,2654.22987,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,ACT,Q1,CON,VAL,2024,2689.685184,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2012,291149.5825,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2013,312459.6023,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2014,326760.8223,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2015,345247.9845,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2016,362228.311,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2017,375806.5662,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2018,373207.6307,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2019,381074.8977,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2020,384866.5227,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2021,367835.325,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2022,400475.6338,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2023,416000.2378,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q1,CON,VAL,2024,430011.1038,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2012,34514.65764,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2013,37355.14984,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2014,38121.34736,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2015,43794.5339,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2016,45247.66612,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2017,47839.85369,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2018,49532.94151,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2019,51180.77212,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2020,44706.85694,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2021,51928.56764,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2022,53342.72699,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2023,55251.97819,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,WHO,Q2,CON,VAL,2024,56777.4159,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2012,12904.59708,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2013,13119.58074,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2014,14261.88777,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2015,14953.78334,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2016,15297.79134,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2017,15880.86177,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2018,15709.4505,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2019,15147.64214,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2020,14382.35124,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2021,15060.85163,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2022,16744.91078,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,PRO,Q3,CON,VAL,2023,16953.23432,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2012,3078.607188,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2013,3406.767779,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2014,3652.846959,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2015,3951.863833,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2016,4448.326195,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2017,4708.40625,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2018,5038.87355,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2019,5421.667,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2020,5944.149005,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2021,5989.002857,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2022,6597.901807,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CON,VAL,2023,6954.237377,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2012,204317.9235,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2013,216979.7188,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2014,228036.7525,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2015,241006.0089,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2016,255572.6258,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2017,263087.2722,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2018,264723.6983,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2019,270412.299,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2020,254252.5874,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2021,275041.4102,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2022,295292.5612,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CON,VAL,2023,312540.8134,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2012,257687.5454,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2013,259457.7312,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2014,257931.8002,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2015,293869.9265,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2016,308489.4001,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2017,307875.1717,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2018,322423.0018,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2019,316034.5724,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2020,281396.2125,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2021,310433.1756,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2022,327274.94,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,NFC,Q4,CON,VAL,2023,337861.1848,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2012,98830.07992,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2013,95956.04132,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2014,80119.02761,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2015,109873.4454,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2016,116082.9656,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2017,106312.6903,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2018,120581.9654,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2019,108133.5984,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2020,90168.16898,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2021,98025.17456,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2022,103215.6135,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,MILAED,FCSC,MIN,Q4,CON,VAL,2023,100939.293,,,,0
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2013,-6.273586006,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2014,-23.76067068,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2015,-4.249797693,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2016,8.075504748,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2017,3.036520837,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2018,7.486180891,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2019,10.64843463,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2020,28.56553677,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2021,41.69723294,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2022,-6.127554915,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2023,0.780136319,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,AGR,Q1,CON,GWTH_RATE,2024,2.8912498,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2013,8.564573034,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2014,3.685022334,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2015,12.37196655,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2016,0.932952996,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2017,14.2964131,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2018,-3.350542715,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2019,4.962473645,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2020,-3.584913459,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2021,0.913817496,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2022,5.552559466,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2023,5.090221719,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,WHO,Q1,CON,GWTH_RATE,2024,2.229639132,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2013,49.94266201,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2014,0.898696195,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2015,-1.588977376,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2016,12.13627956,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2017,-5.045762282,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2018,-0.813451009,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2019,0.300836131,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2020,11.40471672,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2021,-1.649265907,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2022,0.323675115,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2023,2.824772932,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q1,CON,GWTH_RATE,2024,2.448717483,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2013,3.500788401,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2014,3.722262477,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2015,3.73428244,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2016,5.124783304,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2017,-8.964573133,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2018,4.365881452,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2019,-0.893267351,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2020,-8.336538515,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2021,5.515396822,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2022,11.30052245,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,MIN,Q3,CON,GWTH_RATE,2023,-5.657106794,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2013,7.886926381,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2014,6.464962724,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2015,5.212213534,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2016,8.518177885,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2017,0.914934062,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2018,2.083976701,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2019,-1.530255805,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2020,5.453930361,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2021,2.717973828,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2022,6.560133747,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,INF,Q3,CON,GWTH_RATE,2023,4.209763513,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q3,CON,GWTH_RATE,2013,21.73424251,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q3,CON,GWTH_RATE,2014,9.38535079,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q3,CON,GWTH_RATE,2015,7.339871447,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q3,CON,GWTH_RATE,2016,5.7747769,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q3,CON,GWTH_RATE,2017,-0.513324371,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q3,CON,GWTH_RATE,2018,-5.861626191,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q3,CON,GWTH_RATE,2019,4.378981822,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q3,CON,GWTH_RATE,2020,-3.835258271,,,,1
FCSA:DF_QGDP_CON(1.8.0),AE,Q,PERCENT,FCSC,FIN,Q3,CON,GWTH_RATE,2021,7.671982878,,,,1
