Year,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
2018,0 days 00:33:56.789000,ERI,9,0 days 00:01:39.366000,7.0,2.0,,,0 days 00:00:27.077000,0 days 00:00:38.141000,0 days 00:00:34.148000,0 days 00:32:44.500000,0 days 00:33:22.641000,0 days 00:33:56.789000,312.0,275.0,257.0,302.0,True,HYPERSOFT,2.0,True,Sauber,0 days 00:32:17.423000,2018-09-15 13:17:17.474,12,,False,,False,True
2018,0 days 00:36:14,ERI,9,0 days 00:02:17.211000,8.0,2.0,,0 days 00:36:06.179000,0 days 00:00:35.826000,0 days 00:00:49.572000,0 days 00:00:51.813000,0 days 00:34:32.615000,0 days 00:35:22.187000,0 days 00:36:14,205.0,207.0,,258.0,False,HYPERSOFT,3.0,True,Sauber,0 days 00:33:56.789000,2018-09-15 13:18:56.840,1,,False,,False,False
2018,0 days 00:45:03.433000,ERI,9,,9.0,3.0,0 days 00:42:35.632000,,,0 days 00:00:57.980000,0 days 00:00:50.261000,,0 days 00:44:13.172000,0 days 00:45:03.455000,227.0,259.0,259.0,,False,HYPERSOFT,1.0,True,Sauber,0 days 00:36:14,2018-09-15 13:21:14.051,1,,False,,False,False
2018,0 days 00:46:42.893000,ERI,9,0 days 00:01:39.460000,10.0,3.0,,,0 days 00:00:26.969000,0 days 00:00:38.343000,0 days 00:00:34.148000,0 days 00:45:30.402000,0 days 00:46:08.745000,0 days 00:46:42.893000,314.0,275.0,258.0,304.0,True,HYPERSOFT,2.0,True,Sauber,0 days 00:45:03.433000,2018-09-15 13:30:03.484,1,,False,,False,True
2018,0 days 00:48:53.582000,ERI,9,0 days 00:02:10.689000,11.0,3.0,,0 days 00:48:45.960000,0 days 00:00:31.085000,0 days 00:00:48.514000,0 days 00:00:51.090000,0 days 00:47:13.978000,0 days 00:48:02.492000,0 days 00:48:53.582000,278.0,245.0,,247.0,False,HYPERSOFT,3.0,True,Sauber,0 days 00:46:42.893000,2018-09-15 13:31:42.944,1,,False,,False,False
2018,0 days 00:54:31.576000,ERI,9,,12.0,4.0,0 days 00:52:00.458000,,,0 days 00:00:57.820000,0 days 00:00:51.269000,,0 days 00:53:40.311000,0 days 00:54:31.580000,230.0,258.0,257.0,,False,HYPERSOFT,1.0,True,Sauber,0 days 00:48:53.582000,2018-09-15 13:33:53.633,1,,False,,False,False
2018,0 days 00:56:11.029000,ERI,9,0 days 00:01:39.453000,13.0,4.0,,,0 days 00:00:27.025000,0 days 00:00:38.172000,0 days 00:00:34.256000,0 days 00:54:58.601000,0 days 00:55:36.773000,0 days 00:56:11.029000,313.0,277.0,259.0,302.0,True,HYPERSOFT,2.0,True,Sauber,0 days 00:54:31.576000,2018-09-15 13:39:31.627,1,,False,,False,True
2018,0 days 00:58:29.137000,ERI,9,0 days 00:02:18.108000,14.0,4.0,,0 days 00:58:21.300000,0 days 00:00:34.305000,0 days 00:00:49.803000,0 days 00:00:54,0 days 00:56:45.334000,0 days 00:57:35.137000,0 days 00:58:29.137000,229.0,239.0,,235.0,False,HYPERSOFT,3.0,True,Sauber,0 days 00:56:11.029000,2018-09-15 13:41:11.080,1,,False,,False,False
2018,0 days 00:20:06.302000,STR,18,,1.0,1.0,0 days 00:18:18.423000,,,0 days 00:00:41.326000,0 days 00:00:36.830000,,0 days 00:19:29.487000,0 days 00:20:06.398000,282.0,252.0,259.0,,False,HYPERSOFT,1.0,True,Williams,0 days 00:18:18.423000,2018-09-15 13:03:18.474,1,,False,,False,False
2018,0 days 00:21:47.636000,STR,18,0 days 00:01:41.334000,2.0,1.0,,,0 days 00:00:27.364000,0 days 00:00:39.026000,0 days 00:00:34.944000,0 days 00:20:33.666000,0 days 00:21:12.692000,0 days 00:21:47.636000,309.0,273.0,257.0,305.0,True,HYPERSOFT,2.0,True,Williams,0 days 00:20:06.302000,2018-09-15 13:05:06.353,1,,False,,False,True
2018,0 days 00:23:58.552000,STR,18,0 days 00:02:10.916000,3.0,1.0,,,0 days 00:00:33.812000,0 days 00:00:46.916000,0 days 00:00:50.188000,0 days 00:22:21.448000,0 days 00:23:08.364000,0 days 00:23:58.552000,267.0,249.0,259.0,260.0,False,HYPERSOFT,3.0,True,Williams,0 days 00:21:47.636000,2018-09-15 13:06:47.687,1,,False,,False,True
2018,0 days 00:25:55.778000,STR,18,0 days 00:01:57.226000,4.0,1.0,,0 days 00:25:48.146000,0 days 00:00:27.471000,0 days 00:00:43.688000,0 days 00:00:46.067000,0 days 00:24:26.023000,0 days 00:25:09.711000,0 days 00:25:55.778000,314.0,250.0,,305.0,False,HYPERSOFT,4.0,True,Williams,0 days 00:23:58.552000,2018-09-15 13:08:58.603,1,,False,,False,False
2018,0 days 00:32:50.549000,STR,18,,5.0,2.0,0 days 00:31:00.417000,,,0 days 00:00:41.163000,0 days 00:00:40.846000,,0 days 00:32:09.703000,0 days 00:32:50.660000,290.0,258.0,260.0,,False,HYPERSOFT,1.0,True,Williams,0 days 00:25:55.778000,2018-09-15 13:10:55.829,1,,False,,False,False
2018,0 days 00:35:23.311000,STR,18,,6.0,2.0,,0 days 00:35:15.655000,0 days 00:00:27.699000,0 days 00:01:14.959000,0 days 00:00:50.081000,0 days 00:33:18.272000,0 days 00:34:33.230000,0 days 00:35:23.470000,312.0,248.0,,303.0,False,HYPERSOFT,2.0,True,Williams,0 days 00:32:50.549000,2018-09-15 13:17:50.600,12,,False,,False,False
2019,0 days 00:19:27.939000,LEC,16,,1.0,1.0,0 days 00:17:06.891000,,,0 days 00:00:50.436000,0 days 00:00:52.841000,,0 days 00:18:35.186000,0 days 00:19:28.319000,267.0,253.0,259.0,,False,SOFT,1.0,True,Ferrari,0 days 00:17:06.891000,2019-09-21 13:02:07.995,1,,False,,False,False
2019,0 days 00:21:05.953000,LEC,16,0 days 00:01:38.014000,2.0,1.0,,,0 days 00:00:26.697000,0 days 00:00:37.825000,0 days 00:00:33.492000,0 days 00:19:54.636000,0 days 00:20:32.461000,0 days 00:21:05.953000,317.0,287.0,263.0,306.0,True,SOFT,2.0,True,Ferrari,0 days 00:19:27.939000,2019-09-21 13:04:29.043,1,,False,,False,True
2019,0 days 00:23:34.328000,LEC,16,0 days 00:02:28.375000,3.0,1.0,,,0 days 00:00:40.921000,0 days 00:00:58.894000,0 days 00:00:48.560000,0 days 00:21:46.874000,0 days 00:22:45.768000,0 days 00:23:34.328000,209.0,231.0,257.0,238.0,False,SOFT,3.0,True,Ferrari,0 days 00:21:05.953000,2019-09-21 13:06:07.057,1,,False,,False,True
2019,0 days 00:25:12.838000,LEC,16,0 days 00:01:38.510000,4.0,1.0,,,0 days 00:00:26.816000,0 days 00:00:37.978000,0 days 00:00:33.716000,0 days 00:24:01.144000,0 days 00:24:39.122000,0 days 00:25:12.838000,316.0,286.0,260.0,304.0,False,SOFT,4.0,True,Ferrari,0 days 00:23:34.328000,2019-09-21 13:08:35.432,1,,False,,False,True
2019,0 days 00:27:17.466000,LEC,16,0 days 00:02:04.628000,5.0,1.0,,0 days 00:27:09.622000,0 days 00:00:32.189000,0 days 00:00:45.896000,0 days 00:00:46.543000,0 days 00:25:45.027000,0 days 00:26:30.923000,0 days 00:27:17.466000,266.0,246.0,,256.0,False,SOFT,5.0,True,Ferrari,0 days 00:25:12.838000,2019-09-21 13:10:13.942,1,,False,,False,False
2019,0 days 00:43:28.937000,LEC,16,,6.0,2.0,0 days 00:41:25.133000,,,0 days 00:00:47.113000,0 days 00:00:42.505000,,0 days 00:42:46.470000,0 days 00:43:29.136000,286.0,259.0,262.0,,False,SOFT,1.0,True,Ferrari,0 days 00:27:17.466000,2019-09-21 13:12:18.570,1,,False,,False,False
2019,0 days 00:45:05.867000,LEC,16,0 days 00:01:36.930000,7.0,2.0,,,0 days 00:00:26.426000,0 days 00:00:37.397000,0 days 00:00:33.107000,0 days 00:43:55.363000,0 days 00:44:32.760000,0 days 00:45:05.867000,318.0,288.0,267.0,306.0,True,SOFT,2.0,True,Ferrari,0 days 00:43:28.937000,2019-09-21 13:28:30.041,1,,False,,False,True
2019,0 days 00:47:13.679000,LEC,16,0 days 00:02:07.812000,8.0,2.0,,0 days 00:47:05.786000,0 days 00:00:34.764000,0 days 00:00:45.625000,0 days 00:00:47.423000,0 days 00:45:40.631000,0 days 00:46:26.256000,0 days 00:47:13.679000,264.0,242.0,,242.0,False,SOFT,3.0,True,Ferrari,0 days 00:45:05.867000,2019-09-21 13:30:06.971,1,,False,,False,False
2019,0 days 00:53:46.782000,LEC,16,,9.0,3.0,0 days 00:51:31.046000,,,0 days 00:00:48.338000,0 days 00:00:54.109000,,0 days 00:52:52.805000,0 days 00:53:47.154000,288.0,209.0,263.0,,False,SOFT,1.0,True,Ferrari,0 days 00:47:13.679000,2019-09-21 13:32:14.783,1,,False,,False,False
2019,0 days 00:55:23.432000,LEC,16,0 days 00:01:36.650000,10.0,3.0,,,0 days 00:00:26.497000,0 days 00:00:37.244000,0 days 00:00:32.909000,0 days 00:54:13.279000,0 days 00:54:50.523000,0 days 00:55:23.432000,318.0,288.0,265.0,308.0,True,SOFT,2.0,True,Ferrari,0 days 00:53:46.782000,2019-09-21 13:38:47.886,1,,False,,False,True
2019,0 days 00:57:31.121000,LEC,16,0 days 00:02:07.689000,11.0,3.0,,0 days 00:57:23.228000,0 days 00:00:32.401000,0 days 00:00:46.947000,0 days 00:00:48.341000,0 days 00:55:55.833000,0 days 00:56:42.780000,0 days 00:57:31.121000,264.0,244.0,,255.0,False,SOFT,3.0,True,Ferrari,0 days 00:55:23.432000,2019-09-21 13:40:24.536,1,,False,,False,False
2019,0 days 01:05:34.647000,LEC,16,,12.0,4.0,0 days 01:03:08.936000,,,0 days 00:00:50.563000,0 days 00:01:03.651000,,0 days 01:04:31.022000,0 days 01:05:35.403000,287.0,251.0,261.0,,False,SOFT,1.0,True,Ferrari,0 days 00:57:31.121000,2019-09-21 13:42:32.225,12,,False,,False,False
2019,0 days 01:07:11.438000,LEC,16,0 days 00:01:36.791000,13.0,4.0,,,0 days 00:00:26.438000,0 days 00:00:37.338000,0 days 00:00:33.015000,0 days 01:06:01.085000,0 days 01:06:38.423000,0 days 01:07:11.438000,318.0,289.0,267.0,308.0,True,SOFT,2.0,True,Ferrari,0 days 01:05:34.647000,2019-09-21 13:50:35.751,1,,False,,False,True
2019,0 days 01:09:11.991000,LEC,16,0 days 00:02:00.553000,14.0,4.0,,0 days 01:09:04.113000,0 days 00:00:31.907000,0 days 00:00:44.405000,0 days 00:00:44.241000,0 days 01:07:43.345000,0 days 01:08:27.750000,0 days 01:09:11.991000,265.0,256.0,,288.0,False,SOFT,3.0,True,Ferrari,0 days 01:07:11.438000,2019-09-21 13:52:12.542,1,,False,,False,False
2019,0 days 01:13:44.606000,LEC,16,,15.0,5.0,0 days 01:11:21.812000,,,0 days 00:00:52.710000,0 days 00:00:52.330000,,0 days 01:12:52.276000,0 days 01:13:44.723000,287.0,253.0,263.0,,False,SOFT,1.0,True,Ferrari,0 days 01:09:11.991000,2019-09-21 13:54:13.095,1,,False,,False,False
2019,0 days 01:15:20.823000,LEC,16,0 days 00:01:36.217000,16.0,5.0,,,0 days 00:00:26.211000,0 days 00:00:37.127000,0 days 00:00:32.879000,0 days 01:14:10.817000,0 days 01:14:47.944000,0 days 01:15:20.823000,318.0,287.0,265.0,307.0,True,SOFT,2.0,True,Ferrari,0 days 01:13:44.606000,2019-09-21 13:58:45.710,1,,False,,False,True
2019,0 days 01:17:30.864000,LEC,16,0 days 00:02:10.041000,17.0,5.0,,,0 days 00:00:35.342000,0 days 00:00:48.677000,0 days 00:00:46.022000,0 days 01:15:56.165000,0 days 01:16:44.842000,0 days 01:17:30.864000,267.0,214.0,91.0,248.0,False,SOFT,3.0,True,Ferrari,0 days 01:15:20.823000,2019-09-21 14:00:21.927,1,,False,,False,True
2019,0 days 00:19:21.941000,HAM,44,,1.0,1.0,0 days 00:17:02.445000,,,0 days 00:00:46.529000,0 days 00:00:56.919000,,0 days 00:18:25.109000,0 days 00:19:22.266000,291.0,257.0,254.0,,False,MEDIUM,1.0,True,Mercedes,0 days 00:17:02.445000,2019-09-21 13:02:03.549,1,,False,,False,False
2019,0 days 00:21:00.704000,HAM,44,0 days 00:01:38.763000,2.0,1.0,,,0 days 00:00:27.135000,0 days 00:00:37.961000,0 days 00:00:33.667000,0 days 00:19:49.076000,0 days 00:20:27.037000,0 days 00:21:00.704000,312.0,283.0,260.0,300.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:19:21.941000,2019-09-21 13:04:23.045,1,,False,,False,True
2019,0 days 00:23:17.706000,HAM,44,0 days 00:02:17.002000,3.0,1.0,,0 days 00:23:09.868000,0 days 00:00:38.363000,0 days 00:00:45.856000,0 days 00:00:52.783000,0 days 00:21:39.067000,0 days 00:22:24.923000,0 days 00:23:17.706000,207.0,224.0,,232.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:21:00.704000,2019-09-21 13:06:01.808,1,,False,,False,False
2019,0 days 00:30:09.437000,HAM,44,,4.0,2.0,0 days 00:28:13.893000,,,0 days 00:00:44.497000,0 days 00:00:38.637000,,0 days 00:29:30.800000,0 days 00:30:09.675000,283.0,262.0,258.0,,False,SOFT,1.0,True,Mercedes,0 days 00:23:17.706000,2019-09-21 13:08:18.810,1,,False,,False,False
2019,0 days 00:31:47.002000,HAM,44,0 days 00:01:37.565000,5.0,2.0,,,0 days 00:00:26.882000,0 days 00:00:37.457000,0 days 00:00:33.226000,0 days 00:30:36.319000,0 days 00:31:13.776000,0 days 00:31:47.002000,314.0,281.0,260.0,301.0,True,SOFT,2.0,True,Mercedes,0 days 00:30:09.437000,2019-09-21 13:15:10.541,1,,False,,False,True
2019,0 days 00:34:01.139000,HAM,44,0 days 00:02:14.137000,6.0,2.0,,0 days 00:33:53.252000,0 days 00:00:34.752000,0 days 00:00:48.706000,0 days 00:00:50.679000,0 days 00:32:21.754000,0 days 00:33:10.460000,0 days 00:34:01.139000,240.0,219.0,,251.0,False,SOFT,3.0,True,Mercedes,0 days 00:31:47.002000,2019-09-21 13:16:48.106,1,,False,,False,False
2019,0 days 00:43:18.904000,HAM,44,,7.0,3.0,0 days 00:41:19.096000,,,0 days 00:00:45.716000,0 days 00:00:42.131000,,0 days 00:42:36.923000,0 days 00:43:19.136000,277.0,252.0,257.0,,False,SOFT,1.0,True,Mercedes,0 days 00:34:01.139000,2019-09-21 13:19:02.243,1,,False,,False,False
2019,0 days 00:44:55.965000,HAM,44,0 days 00:01:37.061000,8.0,3.0,,,0 days 00:00:26.730000,0 days 00:00:37.288000,0 days 00:00:33.043000,0 days 00:43:45.634000,0 days 00:44:22.922000,0 days 00:44:55.965000,312.0,282.0,264.0,301.0,True,SOFT,2.0,True,Mercedes,0 days 00:43:18.904000,2019-09-21 13:28:20.008,1,,False,,False,True
2019,0 days 00:47:43.497000,HAM,44,,9.0,3.0,,0 days 00:46:54.523000,0 days 00:00:35.976000,0 days 00:00:44.596000,0 days 00:01:26.975000,0 days 00:45:32.328000,0 days 00:46:16.522000,0 days 00:47:43.522000,199.0,233.0,,238.0,False,SOFT,3.0,True,Mercedes,0 days 00:44:55.965000,2019-09-21 13:29:57.069,1,,False,,False,False
2019,0 days 00:53:40.626000,HAM,44,,10.0,4.0,0 days 00:51:32.793000,,,0 days 00:00:46.620000,0 days 00:00:49.040000,,0 days 00:52:51.791000,0 days 00:53:41.133000,272.0,259.0,259.0,,False,SOFT,1.0,True,Mercedes,0 days 00:47:43.497000,2019-09-21 13:32:44.601,1,,False,,False,False
2019,0 days 00:55:17.559000,HAM,44,0 days 00:01:36.933000,11.0,4.0,,,0 days 00:00:26.809000,0 days 00:00:37.263000,0 days 00:00:32.861000,0 days 00:54:07.435000,0 days 00:54:44.698000,0 days 00:55:17.559000,312.0,283.0,264.0,303.0,True,SOFT,2.0,True,Mercedes,0 days 00:53:40.626000,2019-09-21 13:38:41.730,1,,False,,False,True
2019,0 days 00:57:30.279000,HAM,44,0 days 00:02:12.720000,12.0,4.0,,0 days 00:57:22.214000,0 days 00:00:35.414000,0 days 00:00:48.285000,0 days 00:00:49.021000,0 days 00:55:52.973000,0 days 00:56:41.258000,0 days 00:57:30.279000,199.0,199.0,,228.0,False,SOFT,3.0,True,Mercedes,0 days 00:55:17.559000,2019-09-21 13:40:18.663,1,,False,,False,False
2019,0 days 01:05:30.992000,HAM,44,,13.0,5.0,0 days 01:03:12.477000,,,0 days 00:00:42.988000,0 days 00:00:53.946000,,0 days 01:04:37.184000,0 days 01:05:31.019000,248.0,263.0,260.0,,False,SOFT,1.0,True,Mercedes,0 days 00:57:30.279000,2019-09-21 13:42:31.383,12,,False,,False,False
2019,0 days 01:07:08.439000,HAM,44,0 days 00:01:37.447000,14.0,5.0,,,0 days 00:00:26.674000,0 days 00:00:37.731000,0 days 00:00:33.042000,0 days 01:05:57.666000,0 days 01:06:35.397000,0 days 01:07:08.439000,314.0,283.0,263.0,304.0,True,SOFT,2.0,True,Mercedes,0 days 01:05:30.992000,2019-09-21 13:50:32.096,1,,False,,False,True
2019,0 days 01:09:08.668000,HAM,44,0 days 00:02:00.229000,15.0,5.0,,0 days 01:09:00.603000,0 days 00:00:30.988000,0 days 00:00:42.468000,0 days 00:00:46.773000,0 days 01:07:39.427000,0 days 01:08:21.895000,0 days 01:09:08.668000,268.0,233.0,,223.0,False,SOFT,3.0,True,Mercedes,0 days 01:07:08.439000,2019-09-21 13:52:09.543,1,,False,,False,False
2019,0 days 01:14:14.412000,HAM,44,,16.0,6.0,0 days 01:12:23.104000,,,0 days 00:00:42.675000,0 days 00:00:36.169000,,0 days 01:13:38.264000,0 days 01:14:14.456000,293.0,263.0,263.0,,False,SOFT,1.0,True,Mercedes,0 days 01:09:08.668000,2019-09-21 13:54:09.772,1,,False,,False,False
2019,0 days 01:15:50.820000,HAM,44,0 days 00:01:36.408000,17.0,6.0,,,0 days 00:00:26.442000,0 days 00:00:37.132000,0 days 00:00:32.834000,0 days 01:14:40.854000,0 days 01:15:17.986000,0 days 01:15:50.820000,315.0,284.0,264.0,306.0,True,SOFT,2.0,True,Mercedes,0 days 01:14:14.412000,2019-09-21 13:59:15.516,1,,False,,False,True
2019,0 days 01:18:07.751000,HAM,44,0 days 00:02:16.931000,18.0,6.0,,,0 days 00:00:37.150000,0 days 00:00:47.607000,0 days 00:00:52.174000,0 days 01:16:27.970000,0 days 01:17:15.577000,0 days 01:18:07.751000,208.0,169.0,54.0,225.0,False,SOFT,3.0,True,Mercedes,0 days 01:15:50.820000,2019-09-21 14:00:51.924,1,,False,,False,True
2019,0 days 00:19:46.388000,VET,5,,1.0,1.0,0 days 00:17:22.381000,,,0 days 00:00:52.890000,0 days 00:00:58.321000,,0 days 00:18:48.118000,0 days 00:19:46.742000,259.0,236.0,257.0,,False,SOFT,1.0,True,Ferrari,0 days 00:17:22.381000,2019-09-21 13:02:23.485,1,,False,,False,False
2019,0 days 00:21:25.327000,VET,5,0 days 00:01:38.939000,2.0,1.0,,,0 days 00:00:27.067000,0 days 00:00:38.152000,0 days 00:00:33.720000,0 days 00:20:13.455000,0 days 00:20:51.607000,0 days 00:21:25.327000,317.0,288.0,263.0,304.0,True,SOFT,2.0,True,Ferrari,0 days 00:19:46.388000,2019-09-21 13:04:47.492,1,,False,,False,True
2019,0 days 00:24:10.901000,VET,5,,3.0,1.0,,,0 days 00:00:39.454000,0 days 00:01:03.227000,0 days 00:01:02.856000,0 days 00:22:04.926000,0 days 00:23:08.261000,0 days 00:24:11.440000,217.0,203.0,260.0,253.0,False,SOFT,3.0,True,Ferrari,0 days 00:21:25.327000,2019-09-21 13:06:26.431,1,,False,,False,False
2019,0 days 00:25:49.275000,VET,5,0 days 00:01:38.374000,4.0,1.0,,,0 days 00:00:26.798000,0 days 00:00:37.852000,0 days 00:00:33.724000,0 days 00:24:37.699000,0 days 00:25:15.551000,0 days 00:25:49.275000,319.0,288.0,264.0,306.0,True,SOFT,4.0,True,Ferrari,0 days 00:24:10.901000,2019-09-21 13:09:12.005,1,,False,,False,True
2019,0 days 00:27:52.340000,VET,5,0 days 00:02:03.065000,5.0,1.0,,0 days 00:27:44.394000,0 days 00:00:32.308000,0 days 00:00:43.609000,0 days 00:00:47.148000,0 days 00:26:21.583000,0 days 00:27:05.192000,0 days 00:27:52.340000,265.0,244.0,,253.0,False,SOFT,5.0,True,Ferrari,0 days 00:25:49.275000,2019-09-21 13:10:50.379,1,,False,,False,False
2019,0 days 00:43:45.769000,VET,5,,6.0,2.0,0 days 00:41:33.058000,,,0 days 00:00:48.317000,0 days 00:00:49.008000,,0 days 00:42:56.875000,0 days 00:43:46.623000,269.0,250.0,263.0,,False,SOFT,1.0,True,Ferrari,0 days 00:27:52.340000,2019-09-21 13:12:53.444,1,,False,,False,False
2019,0 days 00:45:23.074000,VET,5,0 days 00:01:37.305000,7.0,2.0,,,0 days 00:00:26.503000,0 days 00:00:37.548000,0 days 00:00:33.254000,0 days 00:44:12.272000,0 days 00:44:49.820000,0 days 00:45:23.074000,320.0,290.0,269.0,307.0,True,SOFT,2.0,True,Ferrari,0 days 00:43:45.769000,2019-09-21 13:28:46.873,1,,False,,False,True
2019,0 days 00:47:30.746000,VET,5,0 days 00:02:07.672000,8.0,2.0,,0 days 00:47:23.196000,0 days 00:00:32.790000,0 days 00:00:44.540000,0 days 00:00:50.342000,0 days 00:45:55.864000,0 days 00:46:40.404000,0 days 00:47:30.746000,266.0,226.0,,239.0,False,SOFT,3.0,True,Ferrari,0 days 00:45:23.074000,2019-09-21 13:30:24.178,1,,False,,False,False
2019,0 days 00:53:27.055000,VET,5,,9.0,3.0,0 days 00:51:28.285000,,,0 days 00:00:45.924000,0 days 00:00:41.795000,,0 days 00:52:45.270000,0 days 00:53:27.249000,265.0,251.0,264.0,,False,SOFT,1.0,True,Ferrari,0 days 00:47:30.746000,2019-09-21 13:32:31.850,1,,False,,False,False
2019,0 days 00:55:03.775000,VET,5,0 days 00:01:36.720000,10.0,3.0,,,0 days 00:00:26.392000,0 days 00:00:37.299000,0 days 00:00:33.029000,0 days 00:53:53.447000,0 days 00:54:30.746000,0 days 00:55:03.775000,317.0,287.0,269.0,307.0,True,SOFT,2.0,True,Ferrari,0 days 00:53:27.055000,2019-09-21 13:38:28.159,1,,False,,False,True
2019,0 days 00:57:12.872000,VET,5,0 days 00:02:09.097000,11.0,3.0,,0 days 00:57:05.085000,0 days 00:00:32.465000,0 days 00:00:46.382000,0 days 00:00:50.250000,0 days 00:55:36.240000,0 days 00:56:22.622000,0 days 00:57:12.872000,262.0,219.0,,206.0,False,SOFT,3.0,True,Ferrari,0 days 00:55:03.775000,2019-09-21 13:40:04.879,1,,False,,False,False
2019,0 days 01:05:03.534000,VET,5,,12.0,4.0,0 days 01:03:04.942000,,,0 days 00:00:46.968000,0 days 00:00:40.702000,,0 days 01:04:22.832000,0 days 01:05:04.141000,299.0,259.0,266.0,,False,SOFT,1.0,True,Ferrari,0 days 00:57:12.872000,2019-09-21 13:42:13.976,12,,False,,False,False
2019,0 days 01:06:39.971000,VET,5,0 days 00:01:36.437000,13.0,4.0,,,0 days 00:00:26.334000,0 days 00:00:37.089000,0 days 00:00:33.014000,0 days 01:05:29.868000,0 days 01:06:06.957000,0 days 01:06:39.971000,317.0,287.0,267.0,308.0,True,SOFT,2.0,True,Ferrari,0 days 01:05:03.534000,2019-09-21 13:50:04.638,1,,False,,False,True
2019,0 days 01:08:41.718000,VET,5,0 days 00:02:01.747000,14.0,4.0,,0 days 01:08:34.067000,0 days 00:00:31.962000,0 days 00:00:43.158000,0 days 00:00:46.627000,0 days 01:07:11.933000,0 days 01:07:55.091000,0 days 01:08:41.718000,264.0,243.0,,207.0,False,SOFT,3.0,True,Ferrari,0 days 01:06:39.971000,2019-09-21 13:51:41.075,1,,False,,False,False
2019,0 days 01:13:14.268000,VET,5,,15.0,5.0,0 days 01:11:10.643000,,,0 days 00:00:48.073000,0 days 00:00:45.610000,,0 days 01:12:28.658000,0 days 01:13:14.350000,287.0,255.0,265.0,,False,SOFT,1.0,True,Ferrari,0 days 01:08:41.718000,2019-09-21 13:53:42.822,1,,False,,False,False
2019,0 days 01:14:54.813000,VET,5,,16.0,5.0,,0 days 01:14:54.813000,0 days 00:00:26.441000,0 days 00:00:37.157000,,0 days 01:13:41.244000,0 days 01:14:17.919000,,316.0,286.0,,307.0,False,SOFT,2.0,True,Ferrari,0 days 01:13:14.268000,2019-09-21 13:58:15.372,1,,False,,False,False
2019,0 days 00:19:03.317000,BOT,77,,1.0,1.0,0 days 00:16:57.328000,,,0 days 00:00:43.153000,0 days 00:00:51.032000,,0 days 00:18:12.285000,0 days 00:19:03.703000,286.0,266.0,256.0,,False,MEDIUM,1.0,True,Mercedes,0 days 00:16:57.328000,2019-09-21 13:01:58.432,1,,False,,False,False
2019,0 days 00:20:41.940000,BOT,77,0 days 00:01:38.623000,2.0,1.0,,,0 days 00:00:26.922000,0 days 00:00:37.903000,0 days 00:00:33.798000,0 days 00:19:30.239000,0 days 00:20:08.142000,0 days 00:20:41.940000,312.0,283.0,255.0,302.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:19:03.317000,2019-09-21 13:04:04.421,1,,False,,False,True
2019,0 days 00:23:33.134000,BOT,77,,3.0,1.0,,0 days 00:22:41.195000,0 days 00:00:31.666000,0 days 00:00:43.734000,0 days 00:01:35.634000,0 days 00:21:13.790000,0 days 00:21:57.500000,0 days 00:23:33.252000,279.0,242.0,,263.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:20:41.940000,2019-09-21 13:05:43.044,1,,False,,False,False
2019,0 days 00:29:58.599000,BOT,77,,4.0,2.0,0 days 00:28:04.346000,,,0 days 00:00:45.037000,0 days 00:00:37.278000,,0 days 00:29:21.347000,0 days 00:29:58.771000,287.0,264.0,260.0,,False,SOFT,1.0,True,Mercedes,0 days 00:23:33.134000,2019-09-21 13:08:34.238,1,,False,,False,False
2019,0 days 00:31:35.916000,BOT,77,0 days 00:01:37.317000,5.0,2.0,,,0 days 00:00:26.640000,0 days 00:00:37.486000,0 days 00:00:33.191000,0 days 00:30:25.239000,0 days 00:31:02.725000,0 days 00:31:35.916000,312.0,280.0,262.0,301.0,True,SOFT,2.0,True,Mercedes,0 days 00:29:58.599000,2019-09-21 13:14:59.703,1,,False,,False,True
2019,0 days 00:33:44.394000,BOT,77,0 days 00:02:08.478000,6.0,2.0,,0 days 00:33:36.888000,0 days 00:00:33.145000,0 days 00:00:44.465000,0 days 00:00:50.868000,0 days 00:32:09.061000,0 days 00:32:53.526000,0 days 00:33:44.394000,257.0,241.0,,260.0,False,SOFT,3.0,True,Mercedes,0 days 00:31:35.916000,2019-09-21 13:16:37.020,1,,False,,False,False
2019,0 days 00:43:08.246000,BOT,77,,7.0,3.0,0 days 00:41:15.523000,,,0 days 00:00:43.824000,0 days 00:00:37.497000,,0 days 00:42:30.933000,0 days 00:43:08.341000,288.0,262.0,261.0,,False,SOFT,1.0,True,Mercedes,0 days 00:33:44.394000,2019-09-21 13:18:45.498,1,,False,,False,False
